,carat,cut,color,clarity,depth,table,volume
11241,1.01,Good,F,SI2,63.6,59.0,0.28774928774928776
11242,0.79,Premium,H,VS1,60.0,60.0,0.2250712250712251
11243,0.32,Ideal,E,VS1,62.2,54.0,0.09116809116809117
11244,0.43,Good,D,SI2,63.4,57.0,0.1225071225071225
11245,1.12,Ideal,G,VS1,62.3,57.0,0.31908831908831914
11246,1.09,Premium,H,VS2,62.6,56.0,0.31054131054131057
11247,0.57,Ideal,D,VS2,61.3,56.0,0.1623931623931624
11248,0.72,Ideal,F,SI1,62.0,55.0,0.20512820512820512
11249,0.38,Premium,G,VS1,61.9,59.0,0.10826210826210828
11250,0.83,Premium,J,SI1,62.8,58.0,0.23646723646723647
11251,1.33,Premium,G,VS1,62.7,58.0,0.378917378917379
11252,1.2,Very Good,D,SI2,63.5,59.0,0.3418803418803419
11253,0.33,Ideal,E,VVS2,61.4,55.0,0.09401709401709403
11254,0.3,Premium,G,SI1,59.7,60.0,0.08547008547008547
11255,1.0,Premium,I,VS1,60.6,58.0,0.2849002849002849
11256,0.7,Good,F,SI1,58.7,61.0,0.19943019943019943
11257,0.51,Ideal,G,IF,61.6,54.0,0.1452991452991453
11258,0.27,Very Good,F,VVS1,61.8,55.0,0.07692307692307693
11259,0.54,Ideal,I,VS2,61.9,56.0,0.15384615384615385
11260,0.5,Ideal,E,VS1,62.2,54.0,0.14245014245014245
11261,1.41,Very Good,H,SI2,58.5,57.0,0.4017094017094017
11262,0.3,Ideal,H,VS1,62.9,56.0,0.08547008547008547
11263,0.35,Ideal,G,VS1,61.9,55.0,0.09971509971509972
11264,0.76,Ideal,D,VVS2,62.3,57.0,0.21652421652421655
11265,1.54,Premium,G,SI1,61.0,59.0,0.43874643874643876
11266,1.01,Very Good,E,VVS2,63.4,57.0,0.28774928774928776
11267,1.51,Premium,E,VS2,62.2,59.0,0.43019943019943024
11268,0.26,Very Good,E,IF,58.7,63.0,0.07407407407407408
11269,1.0,Premium,H,SI2,62.8,60.0,0.2849002849002849
11270,1.53,Very Good,G,VS1,60.3,59.0,0.43589743589743596
11271,0.31,Very Good,F,VS2,61.5,56.0,0.08831908831908833
11272,0.71,Premium,J,VVS2,60.3,59.0,0.2022792022792023
11273,2.0,Very Good,H,SI1,62.8,57.0,0.5698005698005698
11274,1.13,Ideal,I,VS2,62.3,56.0,0.32193732193732194
11275,0.35,Ideal,E,VVS1,60.7,57.0,0.09971509971509972
11276,1.15,Premium,G,VS2,62.9,58.0,0.32763532763532766
11277,0.41,Ideal,F,VS1,60.8,56.0,0.1168091168091168
11278,1.21,Ideal,J,VS2,62.2,57.0,0.34472934472934474
11279,0.53,Good,E,VS2,63.5,59.0,0.15099715099715103
11280,1.0,Ideal,E,SI2,62.9,55.0,0.2849002849002849
11281,2.01,Ideal,H,SI1,62.2,56.0,0.5726495726495726
11282,0.42,Very Good,E,SI1,63.4,56.0,0.11965811965811966
11283,0.31,Very Good,G,IF,60.8,56.0,0.08831908831908833
11284,0.5,Premium,E,SI1,62.4,60.0,0.14245014245014245
11285,0.24,Ideal,F,VVS2,61.8,56.0,0.06837606837606838
11286,1.29,Premium,I,VS2,60.4,58.0,0.36752136752136755
11287,0.9,Good,G,IF,63.1,58.0,0.25641025641025644
11288,0.71,Ideal,D,SI2,60.4,56.0,0.2022792022792023
11289,1.52,Ideal,H,SI1,61.3,56.0,0.4330484330484331
11290,0.52,Ideal,G,VVS2,62.2,56.0,0.14814814814814817
11291,0.71,Ideal,H,SI2,62.6,56.0,0.2022792022792023
11292,0.72,Very Good,J,VS2,63.2,60.0,0.20512820512820512
11293,0.38,Very Good,E,VVS1,60.0,59.0,0.10826210826210828
11294,0.3,Ideal,D,VS2,61.7,55.0,0.08547008547008547
11295,1.2,Ideal,G,SI1,60.5,56.0,0.3418803418803419
11296,0.4,Ideal,F,SI1,62.6,54.0,0.11396011396011398
11297,1.6,Ideal,G,SI1,62.1,56.0,0.4558404558404559
11298,0.52,Ideal,D,VS1,62.1,57.0,0.14814814814814817
11299,1.02,Premium,D,SI2,60.3,58.0,0.2905982905982906
11300,0.29,Very Good,D,VVS2,59.1,61.0,0.08262108262108261
11301,0.94,Very Good,D,SI2,59.0,59.0,0.2678062678062678
11302,0.34,Ideal,F,VS2,62.1,55.0,0.09686609686609687
11303,0.51,Ideal,E,VS2,61.8,56.0,0.1452991452991453
11304,1.75,Premium,F,VS2,61.4,58.0,0.4985754985754986
11305,0.4,Ideal,E,VS1,61.6,56.0,0.11396011396011398
11306,1.01,Premium,E,SI2,59.5,59.0,0.28774928774928776
11307,0.3,Very Good,H,VS2,62.5,58.0,0.08547008547008547
11308,2.01,Ideal,I,SI1,62.2,56.0,0.5726495726495726
11309,0.31,Very Good,G,SI1,58.8,62.0,0.08831908831908833
11310,0.47,Premium,D,SI1,60.6,61.0,0.1339031339031339
11311,0.43,Ideal,H,VS2,60.7,55.0,0.1225071225071225
11312,1.22,Premium,J,SI2,62.6,59.0,0.3475783475783476
11313,0.56,Ideal,E,VS2,61.9,56.0,0.15954415954415957
11314,0.41,Ideal,G,VVS1,60.2,57.0,0.1168091168091168
11315,1.05,Premium,J,VS1,62.7,61.0,0.2991452991452992
11316,0.52,Premium,G,SI1,58.6,62.0,0.14814814814814817
11317,0.73,Premium,E,SI2,62.2,55.0,0.20797720797720798
11318,0.9,Premium,G,VS2,61.0,58.0,0.25641025641025644
11319,1.32,Premium,F,VS1,61.7,59.0,0.3760683760683761
11320,0.7,Good,F,VVS1,59.9,62.0,0.19943019943019943
11321,0.45,Ideal,G,IF,61.4,56.0,0.12820512820512822
11322,0.51,Very Good,H,VVS1,60.9,56.0,0.1452991452991453
11323,0.55,Ideal,D,VVS2,60.8,56.0,0.1566951566951567
11324,1.04,Ideal,H,VS1,62.7,55.0,0.29629629629629634
11325,0.33,Premium,I,VVS2,61.0,59.0,0.09401709401709403
11326,1.02,Very Good,F,VVS2,59.9,57.0,0.2905982905982906
11327,1.15,Ideal,D,VS2,61.0,57.0,0.32763532763532766
11328,0.26,Premium,E,VVS1,62.3,60.0,0.07407407407407408
11329,0.32,Ideal,D,VS2,61.9,57.0,0.09116809116809117
11330,0.41,Premium,G,VS1,61.9,58.0,0.1168091168091168
11331,0.9,Fair,E,SI2,65.8,58.0,0.25641025641025644
11332,1.02,Ideal,H,SI1,60.9,57.0,0.2905982905982906
11333,0.61,Very Good,I,SI1,63.4,55.0,0.1737891737891738
11334,0.4,Very Good,E,SI1,60.8,62.0,0.11396011396011398
11335,1.0,Premium,E,VS1,61.9,60.0,0.2849002849002849
11336,0.34,Very Good,D,VS2,62.9,55.0,0.09686609686609687
11337,0.42,Ideal,G,VVS1,60.0,57.0,0.11965811965811966
11338,0.79,Ideal,I,VS2,63.0,58.0,0.2250712250712251
11339,1.23,Ideal,J,VS2,61.5,57.0,0.35042735042735046
11340,0.38,Ideal,G,VS2,61.9,54.1,0.10826210826210828
11341,0.42,Ideal,D,VS2,61.5,55.0,0.11965811965811966
11342,2.02,Ideal,I,VS2,61.5,58.0,0.5754985754985755
11343,1.13,Premium,E,SI2,62.5,57.0,0.32193732193732194
11344,0.5,Ideal,G,SI1,62.1,57.0,0.14245014245014245
11345,1.5,Good,G,SI2,63.6,58.0,0.4273504273504274
11346,1.0,Fair,I,SI1,67.9,62.0,0.2849002849002849
11347,1.04,Ideal,E,SI1,62.4,57.0,0.29629629629629634
11348,1.0,Very Good,D,SI1,59.3,61.0,0.2849002849002849
11349,0.31,Ideal,F,VVS1,61.9,53.5,0.08831908831908833
11350,1.02,Ideal,I,I1,61.7,56.0,0.2905982905982906
11351,1.31,Ideal,F,SI1,61.6,55.0,0.37321937321937326
11352,1.05,Premium,F,VS2,62.6,58.0,0.2991452991452992
11353,0.31,Ideal,D,SI2,62.1,57.0,0.08831908831908833
11354,1.03,Ideal,G,SI2,62.1,57.0,0.2934472934472935
11355,0.41,Very Good,D,VS1,62.8,57.0,0.1168091168091168
11356,0.4,Ideal,H,VS1,61.8,56.0,0.11396011396011398
11357,0.55,Premium,H,VS2,62.1,58.0,0.1566951566951567
11358,1.0,Fair,G,SI2,64.9,57.0,0.2849002849002849
11359,1.54,Very Good,J,VS2,62.7,60.0,0.43874643874643876
11360,0.42,Ideal,E,VVS2,62.3,55.0,0.11965811965811966
11361,0.75,Very Good,F,SI2,59.8,56.0,0.2136752136752137
11362,0.65,Very Good,F,SI1,60.0,63.0,0.1851851851851852
11363,0.42,Ideal,H,SI1,62.7,56.0,0.11965811965811966
11364,0.35,Ideal,D,VS1,60.1,57.0,0.09971509971509972
11365,0.52,Ideal,E,VS2,61.1,55.0,0.14814814814814817
11366,0.57,Premium,G,VS2,62.1,57.0,0.1623931623931624
11367,0.58,Ideal,E,VS2,60.6,56.0,0.16524216524216523
11368,1.16,Premium,E,VS1,58.7,58.0,0.33048433048433046
11369,1.24,Very Good,J,SI2,63.1,60.0,0.3532763532763533
11370,0.51,Very Good,G,VVS2,61.5,56.0,0.1452991452991453
11371,0.7,Very Good,E,SI1,63.3,58.0,0.19943019943019943
11372,0.4,Ideal,D,SI1,61.3,57.0,0.11396011396011398
11373,0.7,Very Good,D,VS1,62.8,58.0,0.19943019943019943
11374,0.38,Ideal,F,VS1,61.1,56.0,0.10826210826210828
11375,1.21,Premium,G,VS2,62.8,59.0,0.34472934472934474
11376,0.61,Good,E,VS2,60.8,59.0,0.1737891737891738
11377,0.55,Ideal,H,VS1,61.2,56.0,0.1566951566951567
11378,0.44,Very Good,F,SI1,62.8,59.0,0.12535612535612536
11379,1.29,Good,I,VS2,57.9,61.0,0.36752136752136755
11380,0.3,Ideal,G,VVS1,62.1,57.0,0.08547008547008547
11381,0.4,Ideal,F,VS2,62.6,56.0,0.11396011396011398
11382,0.32,Premium,F,SI1,62.3,55.0,0.09116809116809117
11383,0.9,Very Good,G,VS2,58.5,59.0,0.25641025641025644
11384,0.91,Premium,E,SI1,62.1,58.0,0.2592592592592593
11385,0.41,Ideal,H,VS2,60.7,55.0,0.1168091168091168
11386,0.31,Ideal,H,VS2,62.0,55.0,0.08831908831908833
11387,1.2,Premium,H,VS2,62.8,59.0,0.3418803418803419
11388,0.31,Premium,D,SI2,60.1,58.0,0.08831908831908833
11389,0.54,Premium,F,VS2,62.0,59.0,0.15384615384615385
11390,0.41,Premium,E,SI1,62.8,59.0,0.1168091168091168
11391,1.69,Premium,F,VS2,58.7,59.0,0.4814814814814815
11392,1.02,Ideal,G,VS1,61.4,57.0,0.2905982905982906
11393,2.09,Premium,H,SI2,62.1,58.0,0.5954415954415955
11394,0.31,Very Good,D,VVS1,61.1,56.0,0.08831908831908833
11395,0.38,Very Good,G,VVS1,59.9,56.0,0.10826210826210828
11396,1.01,Good,F,VS2,65.2,57.0,0.28774928774928776
11397,1.07,Ideal,G,SI2,62.1,55.0,0.30484330484330485
11398,0.4,Ideal,D,VVS2,62.0,56.0,0.11396011396011398
11399,0.9,Premium,G,SI2,61.3,55.0,0.25641025641025644
11400,0.9,Fair,D,SI2,66.9,57.0,0.25641025641025644
11401,1.07,Premium,F,SI2,60.8,58.0,0.30484330484330485
11402,0.7,Very Good,E,VS1,62.2,57.0,0.19943019943019943
11403,0.42,Ideal,D,VVS2,61.7,53.0,0.11965811965811966
11404,0.26,Ideal,F,VS2,62.1,54.0,0.07407407407407408
11405,0.9,Very Good,F,SI1,62.3,57.0,0.25641025641025644
11406,0.51,Ideal,G,VVS2,62.1,55.5,0.1452991452991453
11407,0.4,Ideal,E,VS2,62.9,55.0,0.11396011396011398
11408,0.32,Good,H,VS1,63.1,57.0,0.09116809116809117
11409,0.31,Ideal,G,VS1,62.7,57.0,0.08831908831908833
11410,0.24,Very Good,D,VVS2,60.1,57.0,0.06837606837606838
11411,0.26,Very Good,F,VVS1,58.7,58.0,0.07407407407407408
11412,0.5,Premium,H,SI1,62.3,59.0,0.14245014245014245
11413,0.3,Premium,G,VS1,61.7,60.0,0.08547008547008547
11414,1.73,Premium,I,SI1,61.2,60.0,0.4928774928774929
11415,0.47,Ideal,I,VVS1,61.0,56.0,0.1339031339031339
11416,0.31,Ideal,D,VVS2,62.0,56.0,0.08831908831908833
11417,0.44,Ideal,E,SI1,62.6,56.0,0.12535612535612536
11418,0.4,Very Good,E,VS2,62.9,55.0,0.11396011396011398
11419,1.02,Very Good,H,SI1,62.6,59.0,0.2905982905982906
11420,0.93,Premium,D,SI1,60.8,60.0,0.26495726495726496
11421,0.24,Very Good,E,VS2,64.1,59.0,0.06837606837606838
11422,0.51,Ideal,E,VS2,61.5,57.0,0.1452991452991453
11423,0.31,Very Good,D,SI2,62.5,55.0,0.08831908831908833
11424,0.7,Good,F,VS1,64.0,57.0,0.19943019943019943
11425,0.4,Good,D,VS2,63.5,55.0,0.11396011396011398
11426,0.91,Good,H,VS2,59.9,61.0,0.2592592592592593
11427,0.31,Ideal,G,VVS1,61.7,54.0,0.08831908831908833
11428,0.32,Very Good,F,VS2,61.4,58.0,0.09116809116809117
11429,0.23,Very Good,E,VVS2,60.6,55.0,0.06552706552706554
11430,1.5,Very Good,G,I1,60.3,61.0,0.4273504273504274
11431,1.02,Good,D,SI1,61.0,63.0,0.2905982905982906
11432,1.01,Premium,F,VVS2,59.3,60.0,0.28774928774928776
11433,1.2,Ideal,F,VS2,62.3,56.0,0.3418803418803419
11434,0.34,Ideal,F,VVS2,61.5,56.0,0.09686609686609687
11435,1.02,Ideal,H,SI1,61.8,57.0,0.2905982905982906
11436,1.1,Ideal,I,SI1,60.8,61.0,0.3133903133903134
11437,1.07,Ideal,I,SI1,61.7,56.1,0.30484330484330485
11438,0.37,Premium,F,SI1,61.6,59.0,0.10541310541310542
11439,0.33,Very Good,F,IF,60.3,58.0,0.09401709401709403
11440,1.02,Ideal,D,SI2,62.5,57.0,0.2905982905982906
11441,1.22,Premium,E,SI2,61.5,58.0,0.3475783475783476
11442,0.35,Premium,I,SI1,62.5,58.0,0.09971509971509972
11443,0.31,Premium,H,IF,60.4,58.0,0.08831908831908833
11444,0.41,Premium,G,VS1,60.2,59.0,0.1168091168091168
11445,0.24,Good,E,VVS1,58.0,60.0,0.06837606837606838
11446,0.36,Ideal,E,VS2,61.8,56.0,0.10256410256410256
11447,0.73,Ideal,G,VVS2,61.3,57.0,0.20797720797720798
11448,0.94,Premium,E,SI1,62.4,56.0,0.2678062678062678
11449,0.3,Very Good,G,VS1,62.1,60.0,0.08547008547008547
11450,0.33,Ideal,E,VVS2,60.7,55.0,0.09401709401709403
11451,0.9,Premium,H,VS2,61.2,61.0,0.25641025641025644
11452,0.3,Ideal,E,VS2,61.7,58.0,0.08547008547008547
11453,1.21,Very Good,H,VS2,62.8,57.0,0.34472934472934474
11454,1.7,Premium,F,SI1,62.4,57.0,0.48433048433048437
11455,0.82,Premium,E,VS2,59.7,61.0,0.2336182336182336
11456,0.37,Ideal,H,IF,61.8,55.0,0.10541310541310542
11457,1.0,Very Good,J,SI2,62.8,54.0,0.2849002849002849
11458,0.96,Fair,H,I1,69.2,56.0,0.27350427350427353
11459,2.0,Very Good,J,VS1,61.0,51.6,0.5698005698005698
11460,0.41,Very Good,H,VS1,61.5,55.0,0.1168091168091168
11461,0.8,Premium,H,VS1,62.0,60.0,0.22792022792022795
11462,0.93,Very Good,H,SI1,59.3,61.0,0.26495726495726496
11463,1.14,Ideal,H,SI1,61.8,56.0,0.3247863247863248
11464,0.33,Premium,I,VS1,61.6,60.0,0.09401709401709403
11465,1.0,Ideal,H,SI2,62.5,54.0,0.2849002849002849
11466,0.9,Very Good,F,VS2,61.6,63.0,0.25641025641025644
11467,0.31,Premium,H,VVS2,61.4,58.0,0.08831908831908833
11468,1.23,Ideal,E,SI2,61.2,55.0,0.35042735042735046
11469,0.31,Very Good,E,VVS2,61.4,60.0,0.08831908831908833
11470,0.32,Ideal,J,IF,62.2,55.0,0.09116809116809117
11471,1.03,Very Good,F,VS2,63.4,62.0,0.2934472934472935
11472,1.51,Very Good,J,VS1,63.7,55.0,0.43019943019943024
11473,0.41,Very Good,I,VVS1,63.5,58.0,0.1168091168091168
11474,0.52,Very Good,F,SI1,62.6,58.0,0.14814814814814817
11475,1.0,Premium,F,SI2,62.9,56.0,0.2849002849002849
11476,0.3,Premium,D,SI2,60.9,58.0,0.08547008547008547
11477,0.31,Very Good,H,VS1,61.4,61.0,0.08831908831908833
11478,0.3,Ideal,D,VS1,62.0,57.0,0.08547008547008547
11479,1.22,Ideal,H,VVS2,62.2,56.0,0.3475783475783476
11480,0.54,Premium,G,SI1,61.6,58.0,0.15384615384615385
11481,1.0,Premium,D,SI1,61.3,61.0,0.2849002849002849
11482,1.5,Good,F,VS2,64.0,56.0,0.4273504273504274
11483,1.21,Ideal,I,SI1,62.4,55.0,0.34472934472934474
11484,1.51,Fair,G,VS1,64.9,55.0,0.43019943019943024
11485,1.12,Ideal,G,VS1,61.5,55.0,0.31908831908831914
11486,0.31,Very Good,G,SI2,62.3,57.0,0.08831908831908833
11487,0.33,Very Good,G,SI2,60.0,56.0,0.09401709401709403
11488,1.01,Ideal,E,I1,62.0,57.0,0.28774928774928776
11489,1.09,Premium,I,SI2,62.3,62.0,0.31054131054131057
11490,0.4,Premium,F,VS1,62.6,58.0,0.11396011396011398
11491,0.61,Ideal,D,SI1,62.0,55.0,0.1737891737891738
11492,0.7,Premium,H,SI1,62.0,61.0,0.19943019943019943
11493,0.7,Premium,F,SI2,59.6,58.0,0.19943019943019943
11494,0.58,Premium,H,SI1,62.1,55.0,0.16524216524216523
11495,0.42,Premium,F,VS1,61.2,58.0,0.11965811965811966
11496,0.51,Good,E,SI1,57.4,62.0,0.1452991452991453
11497,0.93,Good,D,SI2,59.2,62.0,0.26495726495726496
11498,0.32,Ideal,F,VS1,61.9,56.0,0.09116809116809117
11499,0.52,Ideal,I,VS1,61.5,56.0,0.14814814814814817
11500,0.3,Ideal,I,SI2,62.4,54.0,0.08547008547008547
11501,0.7,Very Good,F,VS1,59.9,60.0,0.19943019943019943
11502,1.4,Premium,F,VS2,61.5,60.0,0.39886039886039887
11503,1.33,Premium,I,SI2,62.3,59.0,0.378917378917379
11504,1.14,Premium,H,SI1,62.1,59.0,0.3247863247863248
11505,0.73,Premium,D,SI2,62.4,58.0,0.20797720797720798
11506,0.43,Premium,D,VS2,60.7,58.0,0.1225071225071225
11507,1.16,Ideal,G,VS2,62.3,57.0,0.33048433048433046
11508,0.7,Ideal,E,SI1,62.7,55.0,0.19943019943019943
11509,0.95,Premium,H,SI2,58.8,60.0,0.2706552706552707
11510,1.06,Ideal,F,IF,61.0,57.0,0.30199430199430205
11511,1.53,Very Good,H,VS2,62.2,58.0,0.43589743589743596
11512,0.31,Premium,F,VS2,61.2,58.0,0.08831908831908833
11513,0.4,Premium,G,SI1,62.7,59.0,0.11396011396011398
11514,1.5,Premium,F,VS1,59.6,60.0,0.4273504273504274
11515,0.53,Ideal,E,VS2,61.0,57.0,0.15099715099715103
11516,0.52,Good,D,SI2,63.7,55.0,0.14814814814814817
11517,1.02,Good,D,SI1,56.9,62.0,0.2905982905982906
11518,0.33,Premium,F,SI1,60.9,59.0,0.09401709401709403
11519,0.4,Ideal,G,VVS1,61.7,57.0,0.11396011396011398
11520,0.62,Very Good,H,VS2,61.8,57.0,0.17663817663817666
11521,1.03,Ideal,E,VVS2,61.9,57.0,0.2934472934472935
11522,2.0,Fair,J,VS2,65.4,58.0,0.5698005698005698
11523,0.7,Ideal,H,VVS1,61.6,57.0,0.19943019943019943
11524,0.33,Ideal,F,VS2,62.3,56.0,0.09401709401709403
11525,0.73,Premium,G,VVS2,62.2,56.0,0.20797720797720798
11526,0.57,Ideal,E,VS2,61.6,56.0,0.1623931623931624
11527,1.03,Premium,E,SI1,62.9,56.0,0.2934472934472935
11528,1.03,Very Good,G,VS2,62.9,56.0,0.2934472934472935
11529,1.01,Very Good,J,SI1,61.3,57.0,0.28774928774928776
11530,0.52,Premium,E,SI1,60.9,58.0,0.14814814814814817
11531,1.16,Premium,F,SI2,62.4,59.0,0.33048433048433046
11532,0.29,Very Good,E,VVS1,58.9,59.0,0.08262108262108261
11533,1.0,Ideal,E,I1,61.8,56.0,0.2849002849002849
11534,0.71,Ideal,H,IF,61.2,56.0,0.2022792022792023
11535,0.92,Very Good,E,SI1,63.2,58.0,0.26210826210826216
11536,0.57,Premium,F,VS1,61.3,54.0,0.1623931623931624
11537,0.9,Very Good,H,SI2,62.1,56.0,0.25641025641025644
11538,1.05,Ideal,D,SI2,61.9,56.0,0.2991452991452992
11539,0.34,Ideal,E,VVS1,61.9,56.0,0.09686609686609687
11540,0.71,Very Good,F,VS1,62.6,55.0,0.2022792022792023
11541,0.63,Premium,E,VS1,61.8,60.0,0.1794871794871795
11542,0.58,Fair,F,I1,65.8,56.0,0.16524216524216523
11543,0.4,Good,F,SI1,63.6,57.0,0.11396011396011398
11544,0.7,Good,I,VS1,64.3,58.0,0.19943019943019943
11545,0.9,Very Good,I,VS2,63.3,58.0,0.25641025641025644
11546,0.73,Ideal,I,VS1,60.7,56.0,0.20797720797720798
11547,0.41,Ideal,F,SI2,61.1,57.0,0.1168091168091168
11548,0.74,Ideal,F,VS1,62.3,56.0,0.21082621082621084
11549,0.56,Ideal,F,SI1,61.5,55.0,0.15954415954415957
11550,1.0,Premium,H,VS2,59.8,56.0,0.2849002849002849
11551,1.09,Ideal,E,VS2,62.4,55.0,0.31054131054131057
11552,0.7,Ideal,H,VVS1,62.3,55.0,0.19943019943019943
11553,1.07,Premium,H,SI1,60.0,60.0,0.30484330484330485
11554,1.5,Premium,F,SI2,62.4,58.0,0.4273504273504274
11555,0.44,Premium,I,VVS1,62.5,60.0,0.12535612535612536
11556,0.23,Very Good,E,VVS2,61.9,57.0,0.06552706552706554
11557,2.0,Very Good,J,SI1,62.2,59.0,0.5698005698005698
11558,0.7,Ideal,H,SI1,62.6,55.0,0.19943019943019943
11559,0.32,Ideal,E,VS1,61.7,57.0,0.09116809116809117
11560,0.31,Ideal,E,VS2,61.5,56.0,0.08831908831908833
11561,1.01,Good,E,VS2,63.7,56.0,0.28774928774928776
11562,1.07,Very Good,G,VS1,58.6,60.0,0.30484330484330485
11563,0.54,Good,D,SI1,57.9,60.0,0.15384615384615385
11564,0.4,Very Good,F,SI1,62.1,60.0,0.11396011396011398
11565,0.76,Ideal,H,SI1,61.4,55.0,0.21652421652421655
11566,0.3,Very Good,H,VVS1,62.0,59.0,0.08547008547008547
11567,1.01,Ideal,D,SI1,62.0,57.0,0.28774928774928776
11568,1.1,Ideal,F,VVS2,61.2,56.0,0.3133903133903134
11569,1.11,Premium,G,SI2,58.8,59.0,0.3162393162393163
11570,1.0,Premium,F,SI1,58.6,58.0,0.2849002849002849
11571,0.5,Premium,G,VS2,61.5,57.0,0.14245014245014245
11572,0.63,Ideal,E,VS2,62.1,56.0,0.1794871794871795
11573,0.37,Premium,J,VS2,60.7,60.0,0.10541310541310542
11574,0.3,Premium,E,VS2,62.6,58.0,0.08547008547008547
11575,0.5,Fair,J,VS1,66.8,57.0,0.14245014245014245
11576,0.7,Premium,E,SI2,61.1,61.0,0.19943019943019943
11577,0.53,Ideal,F,VVS1,61.8,57.0,0.15099715099715103
11578,0.33,Premium,E,VVS1,59.7,58.0,0.09401709401709403
11579,0.26,Ideal,E,VVS2,62.3,57.0,0.07407407407407408
11580,1.54,Ideal,G,VS2,61.4,57.0,0.43874643874643876
11581,0.73,Ideal,D,VS2,61.5,57.0,0.20797720797720798
11582,0.31,Ideal,F,IF,60.1,59.0,0.08831908831908833
11583,0.74,Premium,G,SI1,59.6,59.0,0.21082621082621084
11584,0.32,Premium,F,VS2,61.3,60.0,0.09116809116809117
11585,0.38,Very Good,G,VS1,61.9,56.0,0.10826210826210828
11586,1.2,Very Good,J,SI1,62.5,58.0,0.3418803418803419
11587,1.04,Ideal,H,VS2,59.3,57.0,0.29629629629629634
11588,1.12,Premium,H,SI1,62.4,56.0,0.31908831908831914
11589,0.41,Ideal,D,VS2,62.4,54.0,0.1168091168091168
11590,0.37,Premium,G,VS1,58.4,59.0,0.10541310541310542
11591,1.52,Premium,D,SI2,62.4,59.0,0.4330484330484331
11592,0.5,Very Good,F,VS2,63.4,57.0,0.14245014245014245
11593,0.41,Ideal,E,VS1,61.8,57.0,0.1168091168091168
11594,0.31,Ideal,D,VS1,62.0,54.0,0.08831908831908833
11595,0.52,Ideal,E,VS1,61.8,55.0,0.14814814814814817
11596,0.58,Premium,F,SI1,61.0,57.0,0.16524216524216523
11597,0.5,Good,J,SI1,63.3,60.0,0.14245014245014245
11598,1.05,Ideal,I,SI1,62.1,59.0,0.2991452991452992
11599,0.71,Very Good,J,VS2,62.6,54.0,0.2022792022792023
11600,0.51,Premium,D,SI1,60.1,60.0,0.1452991452991453
11601,0.76,Premium,F,SI2,61.8,58.0,0.21652421652421655
11602,1.0,Ideal,H,SI1,62.6,57.0,0.2849002849002849
11603,1.26,Premium,H,SI1,61.3,57.0,0.358974358974359
11604,0.31,Ideal,H,VS2,61.8,57.0,0.08831908831908833
11605,0.9,Good,I,VVS1,63.9,63.0,0.25641025641025644
11606,0.9,Premium,D,SI1,62.2,58.0,0.25641025641025644
11607,0.26,Ideal,G,VS1,61.4,56.0,0.07407407407407408
11608,0.31,Very Good,E,SI1,60.1,61.0,0.08831908831908833
11609,0.78,Ideal,G,VS2,62.6,57.0,0.22222222222222224
11610,0.72,Premium,F,VS1,58.8,60.0,0.20512820512820512
11611,0.53,Ideal,E,VVS1,61.5,54.0,0.15099715099715103
11612,0.55,Ideal,I,SI1,61.3,56.0,0.1566951566951567
11613,1.11,Ideal,F,VVS1,61.9,57.0,0.3162393162393163
11614,0.52,Very Good,E,SI2,60.7,56.0,0.14814814814814817
11615,0.32,Ideal,F,VS1,61.9,56.0,0.09116809116809117
11616,0.74,Ideal,E,VVS2,61.9,57.0,0.21082621082621084
11617,0.23,Very Good,E,VS2,63.8,55.0,0.06552706552706554
11618,0.31,Ideal,G,IF,61.9,54.0,0.08831908831908833
11619,0.3,Premium,E,VVS2,61.5,60.0,0.08547008547008547
11620,0.4,Ideal,G,SI1,62.5,54.0,0.11396011396011398
11621,0.36,Premium,F,VS2,62.0,59.0,0.10256410256410256
11622,0.3,Ideal,H,SI1,61.9,54.0,0.08547008547008547
11623,1.21,Premium,G,VS1,62.7,58.0,0.34472934472934474
11624,0.32,Ideal,I,VVS2,63.0,57.0,0.09116809116809117
11625,1.55,Ideal,G,SI2,60.7,55.0,0.4415954415954416
11626,0.9,Very Good,G,SI2,62.2,60.0,0.25641025641025644
11627,0.46,Ideal,G,VVS1,62.0,54.0,0.13105413105413108
11628,0.3,Fair,G,VS1,64.4,61.0,0.08547008547008547
11629,0.3,Ideal,E,IF,61.2,58.0,0.08547008547008547
11630,0.32,Premium,D,SI1,60.2,58.0,0.09116809116809117
11631,0.51,Ideal,G,SI1,61.5,55.5,0.1452991452991453
11632,0.52,Premium,D,SI1,59.7,60.0,0.14814814814814817
11633,0.75,Premium,D,SI1,59.2,58.0,0.2136752136752137
11634,0.51,Good,D,VS2,60.1,65.0,0.1452991452991453
11635,0.71,Ideal,D,VVS2,61.3,57.0,0.2022792022792023
11636,0.71,Premium,H,VS2,62.1,58.5,0.2022792022792023
11637,2.15,Premium,G,SI2,61.2,58.0,0.6125356125356125
11638,0.3,Ideal,E,VS2,62.2,56.0,0.08547008547008547
11639,1.24,Ideal,I,SI1,61.3,56.0,0.3532763532763533
11640,1.0,Premium,F,SI2,61.1,61.0,0.2849002849002849
11641,0.57,Premium,D,SI1,61.1,56.0,0.1623931623931624
11642,2.01,Good,I,SI2,56.9,59.0,0.5726495726495726
11643,0.56,Very Good,E,VS2,61.4,61.0,0.15954415954415957
