,carat,cut,color,clarity,depth,table,price,volume
32375,1.0,Very Good,H,SI1,62.2,59.0,4830,0.2849002849002849
32376,0.5,Premium,E,SI1,62.0,59.0,1316,0.14245014245014245
32377,1.21,Premium,J,SI1,59.7,60.0,4574,0.34472934472934474
32378,0.51,Ideal,E,VS2,62.6,55.0,1781,0.1452991452991453
32379,2.13,Very Good,G,SI2,57.9,60.0,16462,0.6068376068376068
32380,0.56,Ideal,D,VS2,62.1,57.0,1963,0.15954415954415954
32381,0.61,Premium,H,SI1,59.5,62.0,1382,0.1737891737891738
32382,0.71,Ideal,F,SI1,60.9,56.0,2335,0.2022792022792023
32383,0.31,Premium,G,VS1,62.1,58.0,625,0.08831908831908833
32384,0.3,Premium,G,VS1,62.2,59.0,605,0.08547008547008547
32385,0.33,Premium,E,IF,60.8,58.0,1207,0.09401709401709404
32386,1.01,Good,F,SI2,63.7,59.0,4166,0.28774928774928776
32387,1.24,Very Good,F,VVS2,62.0,55.0,11130,0.3532763532763533
32388,0.75,Ideal,E,VS2,61.6,57.0,2940,0.2136752136752137
32389,0.79,Ideal,I,SI1,61.6,56.0,2756,0.2250712250712251
32390,0.56,Ideal,F,SI2,61.9,55.0,1212,0.15954415954415954
32391,0.35,Ideal,E,VS1,61.3,55.0,945,0.09971509971509973
32392,1.5,Good,F,I1,60.6,62.0,5313,0.4273504273504274
32393,0.43,Very Good,G,SI1,62.7,56.0,754,0.1225071225071225
32394,0.32,Premium,F,VS2,62.1,59.0,828,0.09116809116809116
32395,0.38,Ideal,G,SI1,62.0,55.0,969,0.10826210826210828
32396,0.9,Ideal,I,VS1,61.3,55.0,4093,0.25641025641025644
32397,0.41,Good,I,SI1,63.8,57.0,784,0.1168091168091168
32398,0.32,Good,H,SI1,63.4,55.0,461,0.09116809116809116
32399,1.0,Fair,H,SI2,67.7,60.0,2875,0.2849002849002849
32400,0.42,Ideal,F,VS1,61.6,55.0,1228,0.11965811965811965
32401,0.3,Very Good,G,SI1,62.9,59.0,447,0.08547008547008547
32402,0.29,Ideal,E,VS1,61.2,56.0,619,0.08262108262108261
32403,0.54,Premium,H,VS2,61.9,55.0,1389,0.15384615384615385
32404,0.44,Ideal,I,VVS1,60.9,56.0,1145,0.12535612535612534
32405,0.61,Premium,F,VVS2,59.7,58.0,2392,0.1737891737891738
32406,0.63,Ideal,E,VVS1,62.4,56.0,3161,0.1794871794871795
32407,1.21,Ideal,J,SI1,62.7,55.0,5489,0.34472934472934474
32408,1.21,Very Good,I,SI1,62.1,56.0,5324,0.34472934472934474
32409,0.56,Ideal,F,SI1,61.5,55.0,1365,0.15954415954415954
32410,1.06,Premium,G,VS1,62.8,56.0,7130,0.30199430199430205
32411,1.21,Premium,F,VS2,61.3,58.0,8139,0.34472934472934474
32412,1.01,Premium,I,SI1,61.8,58.0,4072,0.28774928774928776
32413,1.19,Premium,H,SI1,62.7,56.0,5802,0.33903133903133903
32414,0.58,Premium,H,VS2,59.7,59.0,1439,0.16524216524216526
32415,0.5,Very Good,E,VS2,63.2,56.0,1629,0.14245014245014245
32416,0.41,Ideal,I,VVS1,62.0,54.5,891,0.1168091168091168
32417,1.1,Very Good,F,I1,59.8,61.0,3678,0.3133903133903134
32418,0.9,Good,F,SI2,61.9,59.0,4013,0.25641025641025644
32419,1.03,Ideal,E,VS1,61.9,57.0,8629,0.2934472934472935
32420,0.7,Ideal,D,SI1,60.7,56.0,2822,0.19943019943019946
32421,1.01,Premium,D,SI1,60.7,58.0,5599,0.28774928774928776
32422,0.53,Ideal,I,VVS1,62.2,53.0,1435,0.15099715099715105
32423,0.32,Ideal,G,VS2,60.3,57.0,720,0.09116809116809116
32424,2.03,Ideal,I,SI1,62.9,55.0,11472,0.5783475783475783
32425,2.08,Premium,H,I1,61.7,57.0,6150,0.5925925925925927
32426,1.01,Very Good,G,VS2,62.8,58.0,5119,0.28774928774928776
32427,0.7,Good,E,SI1,63.5,59.0,2812,0.19943019943019946
32428,1.01,Premium,G,VS1,59.8,59.0,6529,0.28774928774928776
32429,1.71,Premium,H,VS2,59.2,61.0,10084,0.4871794871794872
32430,0.4,Very Good,F,VVS1,63.7,58.0,1116,0.11396011396011398
32431,1.54,Ideal,G,I1,61.6,55.0,6299,0.4387464387464388
32432,0.77,Very Good,G,VS1,60.9,55.0,3243,0.21937321937321935
32433,1.0,Premium,F,VS2,61.9,59.0,5606,0.2849002849002849
32434,0.78,Premium,F,VS1,60.6,57.0,3342,0.22222222222222224
32435,0.32,Ideal,H,VS1,61.9,55.0,561,0.09116809116809116
32436,1.41,Premium,E,VS2,62.7,56.0,11644,0.4017094017094017
32437,0.31,Premium,F,VS2,61.4,62.0,802,0.08831908831908833
32438,1.21,Ideal,E,VS1,62.4,57.0,10351,0.34472934472934474
32439,0.94,Premium,F,SI2,62.6,57.0,3869,0.2678062678062678
32440,1.21,Ideal,H,VS2,62.8,55.0,5882,0.34472934472934474
32441,0.96,Premium,G,SI2,59.3,58.0,4204,0.27350427350427353
32442,1.73,Premium,J,SI1,61.0,59.0,9165,0.4928774928774929
32443,0.7,Ideal,G,VS1,61.4,57.0,3034,0.19943019943019946
32444,0.35,Premium,G,VS1,61.7,61.0,906,0.09971509971509973
32445,0.39,Premium,F,IF,58.0,61.0,1290,0.11111111111111112
32446,0.51,Premium,D,SI1,61.6,58.0,1569,0.1452991452991453
32447,0.39,Very Good,E,VVS2,62.2,55.0,962,0.11111111111111112
32448,1.11,Ideal,H,SI1,62.7,56.0,5386,0.3162393162393163
32449,1.02,Premium,G,VS1,62.0,59.0,6238,0.2905982905982906
32450,0.6,Ideal,E,VS2,61.2,56.0,2189,0.17094017094017094
32451,1.28,Ideal,G,VVS2,61.2,54.0,10839,0.3646723646723647
32452,1.51,Very Good,D,VS2,63.2,58.0,14416,0.43019943019943024
32453,0.3,Very Good,E,VS1,63.4,55.0,660,0.08547008547008547
32454,1.2,Premium,F,SI1,60.2,58.0,6604,0.3418803418803419
32455,0.39,Ideal,D,VS1,60.3,56.0,1095,0.11111111111111112
32456,0.31,Ideal,D,SI2,62.5,55.0,593,0.08831908831908833
32457,1.01,Very Good,E,VS2,63.1,60.0,6335,0.28774928774928776
32458,0.58,Ideal,F,VVS1,61.7,55.0,3090,0.16524216524216526
32459,0.32,Good,D,SI1,63.7,55.0,706,0.09116809116809116
32460,0.3,Ideal,D,VS2,61.0,55.0,778,0.08547008547008547
32461,0.53,Ideal,E,VVS2,62.5,57.0,2250,0.15099715099715105
32462,0.42,Ideal,G,VVS2,60.6,56.0,933,0.11965811965811965
32463,1.5,Good,F,I1,63.7,59.0,3864,0.4273504273504274
32464,0.76,Ideal,G,VS2,61.7,54.0,2954,0.21652421652421652
32465,0.26,Ideal,E,VVS2,61.6,57.0,597,0.07407407407407407
32466,0.43,Ideal,F,VS2,61.1,57.0,1066,0.1225071225071225
32467,0.57,Ideal,G,SI1,61.7,56.0,1364,0.1623931623931624
32468,0.3,Ideal,E,VVS1,61.1,56.0,982,0.08547008547008547
32469,0.5,Ideal,E,SI1,59.7,62.0,1331,0.14245014245014245
32470,0.7,Fair,H,VS1,59.6,66.0,2395,0.19943019943019946
32471,1.65,Ideal,D,SI2,61.5,56.0,10847,0.4700854700854701
32472,1.51,Very Good,G,VS2,64.0,56.0,13068,0.43019943019943024
32473,0.33,Premium,E,SI1,60.4,59.0,743,0.09401709401709404
32474,0.31,Very Good,G,IF,61.6,55.0,924,0.08831908831908833
32475,0.31,Ideal,G,VS2,62.3,56.0,544,0.08831908831908833
32476,0.42,Ideal,F,VVS1,61.4,56.0,1656,0.11965811965811965
32477,1.13,Very Good,F,VVS2,59.6,59.0,9539,0.32193732193732194
32478,0.33,Ideal,G,IF,62.1,56.0,984,0.09401709401709404
32479,2.02,Ideal,H,SI2,62.7,57.0,15785,0.5754985754985755
32480,1.24,Premium,F,VS1,60.1,59.0,9738,0.3532763532763533
32481,1.2,Premium,H,SI1,62.4,58.0,5718,0.3418803418803419
32482,0.46,Premium,G,VS1,62.8,57.0,1087,0.13105413105413108
32483,0.71,Very Good,F,VS2,62.2,56.0,2662,0.2022792022792023
32484,0.78,Premium,J,SI1,63.0,60.0,1954,0.22222222222222224
32485,0.35,Good,I,SI1,63.6,56.0,606,0.09971509971509973
32486,0.36,Very Good,G,VS1,61.8,56.0,741,0.10256410256410256
32487,0.52,Very Good,E,VS2,59.2,59.0,1601,0.14814814814814814
32488,1.03,Premium,D,SI1,63.0,59.0,5653,0.2934472934472935
32489,0.23,Very Good,E,VVS1,63.3,57.0,485,0.06552706552706554
32490,0.5,Premium,G,VVS1,61.3,57.0,1987,0.14245014245014245
32491,1.05,Very Good,H,VS2,59.0,59.0,5370,0.2991452991452992
32492,0.3,Good,G,VVS2,63.2,57.0,684,0.08547008547008547
32493,1.51,Good,J,SI1,64.1,61.0,6511,0.43019943019943024
32494,0.71,Good,F,VS2,57.8,60.0,2801,0.2022792022792023
32495,0.71,Very Good,H,SI1,60.1,63.0,2258,0.2022792022792023
32496,0.31,Very Good,H,SI1,59.0,57.0,446,0.08831908831908833
32497,0.51,Premium,F,SI2,58.1,59.0,1052,0.1452991452991453
32498,1.1,Ideal,F,VVS1,62.7,57.0,10861,0.3133903133903134
32499,0.74,Ideal,H,VVS1,62.5,55.0,3287,0.21082621082621086
32500,0.35,Premium,D,VS2,59.7,58.0,1063,0.09971509971509973
32501,0.51,Very Good,G,SI2,63.2,57.0,1100,0.1452991452991453
32502,0.96,Ideal,F,VS1,61.2,56.0,5767,0.27350427350427353
32503,1.01,Ideal,H,SI2,60.7,59.0,4078,0.28774928774928776
32504,0.32,Ideal,G,VS1,61.6,55.0,665,0.09116809116809116
32505,1.51,Fair,E,SI1,58.4,70.0,11102,0.43019943019943024
32506,0.71,Premium,D,VVS1,59.2,59.0,4234,0.2022792022792023
32507,0.73,Premium,E,VS1,62.6,60.0,2876,0.207977207977208
32508,1.51,Ideal,E,SI1,61.3,57.0,11628,0.43019943019943024
32509,0.47,Ideal,G,SI2,62.4,55.0,784,0.1339031339031339
32510,0.61,Very Good,F,VS2,62.9,58.0,1971,0.1737891737891738
32511,1.5,Very Good,J,VVS2,63.3,57.0,8427,0.4273504273504274
32512,0.53,Premium,E,SI2,62.2,57.0,984,0.15099715099715105
32513,1.01,Premium,E,VS2,59.5,60.0,5882,0.28774928774928776
32514,0.33,Very Good,E,VS2,62.8,56.0,627,0.09401709401709404
32515,0.41,Very Good,E,VS1,63.4,55.0,1160,0.1168091168091168
32516,0.3,Premium,H,VVS2,62.4,58.0,605,0.08547008547008547
32517,0.41,Premium,D,VVS2,61.9,59.0,1105,0.1168091168091168
32518,1.31,Premium,J,SI1,62.5,55.0,5480,0.3732193732193733
32519,0.47,Ideal,E,VVS2,62.0,55.0,1883,0.1339031339031339
32520,1.57,Ideal,H,VS2,61.5,54.0,12809,0.4472934472934473
32521,1.01,Fair,I,SI2,68.1,59.0,3054,0.28774928774928776
32522,2.29,Fair,J,SI1,56.8,66.0,12811,0.6524216524216525
32523,0.23,Very Good,G,VVS2,62.6,54.0,431,0.06552706552706554
32524,0.32,Ideal,E,VVS2,62.0,55.0,842,0.09116809116809116
32525,0.94,Very Good,F,SI2,62.6,57.0,3938,0.2678062678062678
32526,0.25,Good,E,VVS1,61.4,62.0,498,0.07122507122507123
32527,1.63,Good,I,SI1,63.7,58.0,9730,0.4643874643874644
32528,1.0,Very Good,F,SI2,62.7,58.0,3789,0.2849002849002849
32529,0.51,Ideal,G,VS1,60.9,56.0,1708,0.1452991452991453
32530,1.11,Very Good,E,VVS1,60.2,59.0,11330,0.3162393162393163
32531,0.71,Ideal,I,VVS2,61.4,58.0,2559,0.2022792022792023
32532,0.54,Very Good,E,SI1,62.2,61.0,1320,0.15384615384615385
32533,0.72,Ideal,I,VS1,62.4,55.0,2868,0.20512820512820512
32534,1.02,Very Good,F,SI1,60.9,57.0,5287,0.2905982905982906
32535,0.75,Premium,J,SI1,61.7,56.0,1958,0.2136752136752137
32536,0.29,Ideal,E,VVS2,62.0,55.0,858,0.08262108262108261
32537,1.59,Ideal,I,SI1,60.2,57.0,9813,0.452991452991453
32538,0.51,Ideal,D,SI2,59.8,55.0,1359,0.1452991452991453
32539,1.51,Good,I,SI2,63.6,60.0,7957,0.43019943019943024
32540,0.54,Very Good,E,SI2,60.7,56.5,1415,0.15384615384615385
32541,1.17,Very Good,H,VS2,59.6,59.0,5585,0.3333333333333333
32542,0.7,Premium,E,SI1,62.4,60.0,2194,0.19943019943019946
32543,0.91,Fair,F,SI2,64.9,56.0,3210,0.2592592592592593
32544,0.71,Ideal,H,VS2,61.8,55.0,3080,0.2022792022792023
32545,1.28,Premium,E,VS1,60.8,60.0,12210,0.3646723646723647
32546,0.72,Ideal,D,SI1,61.6,55.0,2731,0.20512820512820512
32547,0.33,Ideal,G,VVS2,62.5,54.0,965,0.09401709401709404
32548,0.55,Ideal,G,VVS2,62.0,56.0,1981,0.1566951566951567
32549,1.09,Ideal,G,VS1,60.4,58.0,8296,0.31054131054131057
32550,1.01,Premium,G,I1,61.7,62.0,2364,0.28774928774928776
32551,1.51,Ideal,I,SI1,62.8,54.0,8574,0.43019943019943024
32552,1.21,Ideal,H,VS1,62.4,53.0,7811,0.34472934472934474
32553,0.38,Premium,G,VS1,61.0,58.0,833,0.10826210826210828
32554,0.41,Good,F,VS1,64.4,57.0,827,0.1168091168091168
32555,0.76,Ideal,G,VVS1,62.0,54.7,3671,0.21652421652421652
32556,0.3,Ideal,E,VS1,61.6,55.0,857,0.08547008547008547
32557,0.71,Very Good,G,VVS2,60.8,58.0,2977,0.2022792022792023
32558,1.23,Ideal,F,SI2,62.3,58.0,5894,0.3504273504273505
32559,1.05,Ideal,H,SI1,61.3,57.0,6255,0.2991452991452992
32560,1.51,Premium,E,SI2,62.0,62.0,7610,0.43019943019943024
32561,1.56,Ideal,G,SI1,60.4,56.0,13724,0.4444444444444445
32562,1.51,Very Good,F,VS2,62.8,56.0,14165,0.43019943019943024
32563,1.91,Premium,I,SI1,60.9,53.0,13367,0.5441595441595442
32564,0.76,Very Good,E,SI2,62.0,54.0,2530,0.21652421652421652
32565,0.33,Ideal,I,VS2,62.4,56.0,594,0.09401709401709404
32566,0.7,Good,E,VS2,64.2,60.0,2394,0.19943019943019946
32567,0.32,Ideal,I,IF,60.8,54.0,673,0.09116809116809116
32568,2.12,Premium,G,I1,60.0,58.0,7508,0.6039886039886041
32569,0.8,Fair,E,I1,65.5,54.0,1232,0.22792022792022795
32570,0.71,Fair,H,SI1,65.1,55.0,2049,0.2022792022792023
32571,1.5,Ideal,I,VS2,62.4,54.1,9730,0.4273504273504274
32572,0.71,Very Good,F,VS1,60.1,62.0,2765,0.2022792022792023
32573,0.34,Ideal,F,VVS2,61.7,55.0,784,0.09686609686609687
32574,0.9,Good,H,SI2,63.6,60.0,3250,0.25641025641025644
32575,0.54,Ideal,D,VS2,61.8,56.0,1993,0.15384615384615385
32576,0.52,Very Good,F,VVS2,62.1,58.0,2064,0.14814814814814814
32577,0.51,Ideal,F,VS2,62.6,55.0,1875,0.1452991452991453
32578,0.52,Ideal,D,VS2,61.8,55.0,1919,0.14814814814814814
32579,1.52,Premium,D,SI1,58.4,60.0,12342,0.4330484330484331
32580,1.5,Ideal,E,SI1,62.0,55.0,11489,0.4273504273504274
32581,1.16,Ideal,G,SI2,61.9,56.0,4969,0.3304843304843305
32582,1.7,Ideal,D,SI1,60.0,54.0,12190,0.4843304843304844
32583,0.45,Premium,G,SI2,62.0,62.0,803,0.12820512820512822
32584,0.32,Ideal,F,VVS1,60.6,56.0,867,0.09116809116809116
32585,0.7,Very Good,G,VVS2,62.9,59.0,2848,0.19943019943019946
32586,0.5,Ideal,D,SI2,62.4,56.0,1332,0.14245014245014245
32587,0.3,Ideal,E,VVS1,61.2,57.0,956,0.08547008547008547
32588,1.23,Premium,E,VS2,61.7,57.0,9037,0.3504273504273505
32589,0.7,Ideal,H,VS1,61.7,55.0,3004,0.19943019943019946
32590,0.35,Ideal,G,IF,61.3,55.0,1001,0.09971509971509973
32591,0.75,Premium,F,SI1,61.1,59.0,2744,0.2136752136752137
32592,0.7,Fair,H,SI1,64.8,57.0,1808,0.19943019943019946
32593,0.5,Ideal,F,VS2,61.1,58.0,1565,0.14245014245014245
32594,1.53,Premium,G,SI1,61.7,59.0,9572,0.435897435897436
32595,0.26,Premium,F,VS1,59.5,58.0,452,0.07407407407407407
32596,2.26,Ideal,J,VS2,61.1,57.0,17010,0.6438746438746439
32597,0.71,Ideal,H,IF,63.0,57.0,3354,0.2022792022792023
32598,1.01,Ideal,G,VS2,62.1,59.0,7814,0.28774928774928776
32599,0.41,Good,G,I1,63.8,56.0,467,0.1168091168091168
32600,0.71,Ideal,D,SI1,60.9,57.0,3262,0.2022792022792023
32601,0.31,Ideal,D,SI1,62.0,55.0,571,0.08831908831908833
32602,0.49,Ideal,H,SI2,60.7,56.0,1190,0.1396011396011396
32603,0.53,Ideal,E,VS2,60.9,59.0,1607,0.15099715099715105
32604,1.51,Very Good,I,VS2,62.3,60.0,8836,0.43019943019943024
32605,0.58,Ideal,F,VVS2,62.0,56.0,2509,0.16524216524216526
32606,0.25,Very Good,E,VVS2,62.1,58.0,575,0.07122507122507123
32607,0.7,Very Good,H,VS2,62.9,58.0,2276,0.19943019943019946
32608,1.24,Ideal,D,SI1,60.4,57.0,8457,0.3532763532763533
32609,1.51,Very Good,I,VS1,60.7,60.0,9979,0.43019943019943024
32610,0.71,Ideal,I,VVS1,62.6,57.0,2559,0.2022792022792023
32611,0.9,Good,H,VS1,64.0,59.0,3669,0.25641025641025644
32612,1.0,Good,G,VS2,63.7,57.0,5484,0.2849002849002849
32613,0.62,Ideal,E,SI1,60.7,56.0,2156,0.17663817663817666
32614,1.2,Premium,H,SI2,62.4,57.0,5510,0.3418803418803419
32615,0.3,Good,J,VS1,63.4,57.0,394,0.08547008547008547
32616,0.31,Premium,G,SI2,61.3,58.0,523,0.08831908831908833
32617,0.53,Ideal,F,VS1,62.3,55.0,1812,0.15099715099715105
32618,0.25,Ideal,G,VS1,62.3,53.0,460,0.07122507122507123
32619,0.7,Very Good,I,SI1,63.8,56.0,1973,0.19943019943019946
32620,0.7,Good,D,VVS2,63.3,54.0,3267,0.19943019943019946
32621,0.51,Premium,D,SI1,63.0,59.0,1574,0.1452991452991453
32622,1.02,Premium,D,VS1,60.3,58.0,8181,0.2905982905982906
32623,0.32,Very Good,G,SI2,63.4,55.0,540,0.09116809116809116
32624,0.7,Premium,G,I1,61.9,58.0,1650,0.19943019943019946
32625,0.5,Good,E,SI1,64.6,54.0,1232,0.14245014245014245
32626,1.73,Ideal,E,SI1,61.9,57.0,15842,0.4928774928774929
32627,1.72,Premium,G,VS1,59.4,60.0,17765,0.49002849002848997
32628,0.36,Ideal,F,IF,62.2,55.0,1137,0.10256410256410256
32629,0.3,Ideal,D,SI1,62.4,54.0,508,0.08547008547008547
32630,0.31,Very Good,D,VS2,61.6,55.0,692,0.08831908831908833
32631,0.36,Ideal,I,VVS1,61.5,55.0,645,0.10256410256410256
32632,1.21,Premium,H,SI2,61.1,60.0,5082,0.34472934472934474
32633,0.36,Ideal,I,VS1,62.1,56.0,729,0.10256410256410256
32634,1.1,Ideal,H,VS2,61.3,56.0,5888,0.3133903133903134
32635,0.51,Ideal,G,VS1,61.6,54.0,1599,0.1452991452991453
32636,1.08,Good,E,SI1,58.4,60.0,5575,0.3076923076923077
32637,1.57,Ideal,H,VS2,61.8,55.0,12004,0.4472934472934473
32638,0.3,Premium,E,VS2,62.0,60.0,658,0.08547008547008547
32639,1.13,Very Good,G,SI1,60.9,60.0,5280,0.32193732193732194
32640,0.7,Good,G,VS2,63.8,59.0,2353,0.19943019943019946
32641,1.21,Ideal,I,SI2,64.6,56.0,4879,0.34472934472934474
32642,0.77,Premium,J,SI1,61.8,59.0,1909,0.21937321937321935
32643,1.0,Very Good,I,VS2,63.5,56.0,4620,0.2849002849002849
32644,0.38,Ideal,F,VVS1,61.9,54.0,1257,0.10826210826210828
32645,2.01,Ideal,I,SI2,62.1,57.0,12338,0.5726495726495726
32646,1.2,Ideal,I,VS2,62.6,57.0,4844,0.3418803418803419
32647,0.3,Premium,G,VS1,60.3,62.0,776,0.08547008547008547
32648,0.67,Premium,F,SI1,61.3,59.0,1809,0.19088319088319086
32649,2.01,Very Good,J,SI2,61.0,57.0,11110,0.5726495726495726
32650,0.32,Ideal,G,VS2,61.5,57.0,720,0.09116809116809116
32651,1.04,Ideal,H,VS1,62.0,54.0,6368,0.29629629629629634
32652,1.05,Good,E,SI1,64.2,61.0,4967,0.2991452991452992
32653,0.34,Ideal,E,VVS1,62.0,56.0,1014,0.09686609686609687
32654,0.33,Ideal,G,SI1,61.4,57.0,631,0.09401709401709404
32655,0.93,Very Good,G,SI2,60.8,62.0,3644,0.26495726495726496
32656,1.5,Ideal,G,SI2,61.4,56.0,8736,0.4273504273504274
32657,1.07,Premium,F,SI2,61.7,58.0,4366,0.30484330484330485
32658,1.0,Premium,D,VVS2,59.9,61.0,9918,0.2849002849002849
32659,0.74,Good,E,VS1,63.1,58.0,2824,0.21082621082621086
32660,0.35,Good,G,SI1,63.8,54.0,522,0.09971509971509973
32661,1.53,Premium,G,VS1,60.2,59.0,13119,0.435897435897436
32662,0.72,Premium,G,SI2,59.1,61.0,1764,0.20512820512820512
32663,1.01,Good,F,IF,62.7,59.0,9451,0.28774928774928776
32664,0.38,Ideal,G,SI1,60.9,56.0,855,0.10826210826210828
32665,0.3,Ideal,E,SI2,62.0,54.0,401,0.08547008547008547
32666,0.58,Ideal,I,SI1,61.4,55.0,1193,0.16524216524216526
32667,0.96,Fair,H,SI2,67.6,63.0,2672,0.27350427350427353
32668,0.78,Ideal,G,SI1,62.8,56.0,2583,0.22222222222222224
32669,1.25,Ideal,H,VS2,60.0,56.0,6944,0.3561253561253562
32670,1.51,Premium,H,VVS1,60.6,60.0,12224,0.43019943019943024
32671,0.3,Premium,F,VVS2,61.6,58.0,945,0.08547008547008547
32672,0.4,Premium,J,IF,62.2,61.0,1063,0.11396011396011398
32673,1.7,Premium,G,SI1,62.5,61.0,13737,0.4843304843304844
32674,0.35,Ideal,E,VS2,61.5,55.0,984,0.09971509971509973
32675,1.13,Ideal,H,I1,61.1,56.0,3603,0.32193732193732194
32676,0.76,Premium,J,VS2,59.9,59.0,2052,0.21652421652421652
32677,0.3,Premium,G,IF,61.6,60.0,895,0.08547008547008547
32678,0.5,Very Good,H,VS2,61.8,63.0,1178,0.14245014245014245
32679,0.3,Very Good,I,VVS2,60.1,63.0,675,0.08547008547008547
32680,0.76,Premium,F,SI1,62.0,60.0,2706,0.21652421652421652
32681,0.71,Very Good,J,SI2,60.7,61.0,1805,0.2022792022792023
32682,2.01,Premium,J,SI1,60.9,58.0,12048,0.5726495726495726
32683,0.23,Very Good,E,VVS2,61.1,59.0,505,0.06552706552706554
32684,0.23,Good,D,VVS2,61.8,65.0,452,0.06552706552706554
32685,0.71,Good,D,SI2,63.3,55.0,2436,0.2022792022792023
32686,1.54,Premium,E,VS2,62.7,58.0,15178,0.4387464387464388
32687,0.45,Premium,F,VS2,61.4,60.0,945,0.12820512820512822
32688,0.3,Good,G,VVS2,63.2,57.0,684,0.08547008547008547
32689,0.3,Good,E,SI1,63.7,59.0,526,0.08547008547008547
32690,1.01,Fair,I,I1,56.1,63.0,2342,0.28774928774928776
32691,0.34,Ideal,H,IF,60.8,56.0,988,0.09686609686609687
32692,1.02,Very Good,D,SI1,60.3,56.0,6863,0.2905982905982906
32693,0.71,Ideal,D,SI2,62.7,55.0,2551,0.2022792022792023
32694,0.47,Ideal,H,SI2,61.8,54.0,782,0.1339031339031339
32695,1.51,Premium,J,SI1,60.4,62.0,6680,0.43019943019943024
32696,0.41,Premium,J,VS2,61.9,59.0,784,0.1168091168091168
32697,1.4,Very Good,G,VS2,62.2,61.0,10378,0.3988603988603989
32698,1.27,Very Good,H,SI1,63.2,56.0,6162,0.3618233618233618
32699,0.33,Ideal,H,VS1,61.8,56.0,579,0.09401709401709404
32700,1.08,Ideal,F,SI1,62.7,57.0,5327,0.3076923076923077
32701,1.65,Premium,G,SI2,62.2,58.0,9970,0.4700854700854701
32702,0.77,Good,I,VS1,64.1,55.0,2184,0.21937321937321935
32703,1.12,Premium,D,VS2,63.0,57.0,7587,0.31908831908831914
32704,1.12,Very Good,H,SI1,63.1,56.0,4576,0.31908831908831914
32705,1.09,Very Good,I,SI2,63.8,57.0,4078,0.31054131054131057
32706,0.28,Ideal,H,IF,63.0,55.0,586,0.07977207977207977
32707,0.55,Ideal,E,VS2,61.8,57.0,1792,0.1566951566951567
32708,0.31,Premium,H,SI1,62.8,58.0,558,0.08831908831908833
32709,0.71,Very Good,G,VVS2,61.2,58.0,3113,0.2022792022792023
32710,0.35,Ideal,D,VS1,61.0,56.0,1065,0.09971509971509973
32711,2.06,Very Good,J,VS2,61.8,59.0,13948,0.5868945868945871
32712,1.28,Ideal,F,SI2,59.7,57.0,4179,0.3646723646723647
32713,1.2,Fair,H,SI2,65.6,57.0,3696,0.3418803418803419
32714,0.5,Premium,F,SI1,62.2,59.0,1250,0.14245014245014245
32715,2.06,Good,H,SI2,63.7,57.0,16512,0.5868945868945871
32716,1.35,Very Good,J,VS1,62.1,56.0,5759,0.38461538461538464
32717,0.51,Very Good,D,VVS2,63.1,58.0,2289,0.1452991452991453
32718,1.51,Premium,J,VVS2,62.9,58.0,8930,0.43019943019943024
32719,0.32,Ideal,H,VS2,62.2,57.0,505,0.09116809116809116
32720,1.7,Premium,G,VS2,62.6,61.0,15568,0.4843304843304844
32721,0.73,Ideal,D,VS2,61.5,55.0,3980,0.207977207977208
32722,1.31,Premium,D,VVS1,62.8,55.0,17496,0.3732193732193733
32723,0.68,Very Good,F,SI1,60.1,57.9,1964,0.19373219373219372
32724,1.04,Premium,I,SI2,62.1,59.0,3861,0.29629629629629634
32725,1.0,Premium,E,VS2,63.0,58.0,7168,0.2849002849002849
32726,0.92,Premium,I,SI2,61.5,59.0,3040,0.26210826210826216
32727,1.5,Premium,F,VS2,61.0,58.0,14352,0.4273504273504274
32728,0.33,Very Good,G,SI2,62.9,55.0,434,0.09401709401709404
32729,0.31,Premium,E,VS1,60.5,59.0,942,0.08831908831908833
32730,0.31,Very Good,H,SI1,61.1,57.0,446,0.08831908831908833
32731,1.22,Ideal,H,SI2,61.7,56.0,5703,0.3475783475783476
32732,0.51,Ideal,G,VS2,62.7,57.0,1546,0.1452991452991453
32733,0.35,Premium,H,VVS2,61.9,58.0,906,0.09971509971509973
32734,0.7,Very Good,H,VS1,62.6,57.0,2482,0.19943019943019946
32735,1.3,Premium,G,VS2,62.5,58.0,9120,0.3703703703703704
32736,0.3,Premium,H,VS1,62.1,59.0,630,0.08547008547008547
32737,0.5,Very Good,E,VS2,62.9,59.0,1624,0.14245014245014245
32738,0.48,Ideal,F,VS1,60.8,56.3,1404,0.13675213675213674
32739,1.51,Premium,I,VS1,60.0,58.0,9640,0.43019943019943024
32740,0.34,Premium,D,SI1,61.2,58.0,803,0.09686609686609687
32741,1.3,Premium,I,IF,61.8,58.0,7760,0.3703703703703704
32742,1.7,Ideal,H,VS2,62.2,57.0,13632,0.4843304843304844
32743,1.0,Good,I,SI1,63.8,58.0,3850,0.2849002849002849
32744,0.7,Fair,H,SI1,64.7,58.0,2051,0.19943019943019946
32745,0.33,Premium,D,SI2,62.1,58.0,492,0.09401709401709404
32746,2.03,Good,J,VVS2,63.2,60.0,15898,0.5783475783475783
32747,0.54,Very Good,E,SI2,61.9,58.0,1163,0.15384615384615385
32748,0.31,Ideal,F,VS2,62.0,56.0,802,0.08831908831908833
